law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,source,date_pulled
Matthew Stowe,,,https://lawyers.justia.com/lawyer/matthew-stowe-920524,Lawrence,KS,Douglas,(785) 864-0596,,General,1200 Sunnyside Ave,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Brian Dempsey,,,https://lawyers.justia.com/lawyer/brian-dempsey-915977,Lawrence,KS,Douglas,(785) 832-3769,,General,624 N Stonegate Ct,66049,Lawrence,2,,KS Courts Registry,2026-08-17
John Gilroy,,,https://lawyers.justia.com/lawyer/john-gilroy-917851,Lawrence,KS,Douglas,(785) 856-2755,,General,1040 New Hampshire St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Dean Burkhead,,,https://lawyers.justia.com/lawyer/dean-burkhead-922587,Lawrence,KS,Douglas,(785) 749-5490,,General,1563 Fountain Dr,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Krista Goering,,,https://lawyers.justia.com/lawyer/krista-goering-919431,Lawrence,KS,Douglas,(785) 841-0634,,General,3514 W Clinton Pkwy,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Jennifer Newlin,,,https://lawyers.justia.com/lawyer/jennifer-newlin-920117,Lawrence,KS,Douglas,(785) 749-2737,,General,1040 New Hampshire St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Jennifer Barton,,,https://lawyers.justia.com/lawyer/jennifer-barton-922220,Lawrence,KS,Douglas,(785) 295-2593,,General,1507 Stratford Rd,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Rox Miller,,,https://lawyers.justia.com/lawyer/rox-miller-920906,Lawrence,KS,Douglas,(785) 749-3297,,General,16 E 13th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Shirley Klenda Sicilian,,,https://lawyers.justia.com/lawyer/shirley-klenda-sicilian-920253,Lawrence,KS,Douglas,(785) 312-9779,,General,3301 Riverview Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Kylie Polson,,,https://lawyers.justia.com/lawyer/kylie-polson-923285,Lawrence,KS,Douglas,(785) 296-2639,,General,4700 W 27th St,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Thomas Crice,,,https://lawyers.justia.com/lawyer/thomas-crice-917563,Lawrence,KS,Douglas,(785) 842-7609,,General,102 Hanover Pl,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Michele Kessler,,,https://lawyers.justia.com/lawyer/michele-kessler-924031,Lawrence,KS,Douglas,(785) 864-5665,,General,1601 Irving Hill Rd,66045,Lawrence,2,,KS Courts Registry,2026-08-17
James Ray McCabria,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-5124,,General,111 E 11 Th StJudicial Center Division 4,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Doni Lynn Mooberry,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 842-6662,,General,901 Kentucky St Ste 202,66044-2855,Lawrence,2,,KS Courts Registry,2026-08-17
Angela Wilson,,,https://lawyers.justia.com/lawyer/angela-wilson-921007,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Gregory Bien,,,https://lawyers.justia.com/lawyer/gregory-bien-921987,Lawrence,KS,Douglas,(785) 887-6396,,General,504 N 1700 Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Keith Braman,,,https://lawyers.justia.com/lawyer/keith-braman-916706,Lawrence,KS,Douglas,(785) 864-7697,,General,911 N 1464 Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Albert Lopes,https://www.lopeslaw.com,,https://lawyers.justia.com/lawyer/albert-lopes-916485,Lawrence,KS,Douglas,(785) 843-0057,tjl@lopeslaw.com,Personal Injury,3312 W 24th St Terrace,66047,Lawrence,5,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Nicolette Bennett,,,https://lawyers.justia.com/lawyer/nicolette-bennett-922745,Lawrence,KS,Douglas,(785) 832-3764,,General,1900 Delaware St,66046,Lawrence,2,,KS Courts Registry,2026-08-17
Brett Watson,,,https://lawyers.justia.com/lawyer/brett-watson-917988,Eudora,KS,Douglas,(785) 840-6150,,General,1314 Ash St,66025,Lawrence,2,,KS Courts Registry,2026-08-17
Chad Sublet,,,https://lawyers.justia.com/lawyer/chad-sublet-922384,Eudora,KS,Douglas,(785) 542-2926,,General,1106 Oak St,66025,Lawrence,2,,KS Courts Registry,2026-08-17
Marilyn Horsch,,,https://lawyers.justia.com/lawyer/marilyn-horsch-920029,Lecompton,KS,Douglas,(785) 887-6989,,General,1580 E 350th Rd,66050,Lawrence,2,,KS Courts Registry,2026-08-17
Edward Young,,,https://lawyers.justia.com/lawyer/edward-young-923793,Eudora,KS,Douglas,(785) 296-0553,,General,107 Acorn St,66025,Lawrence,2,,KS Courts Registry,2026-08-17
Michelle Morse,,,https://lawyers.justia.com/lawyer/michelle-morse-916718,Baldwin City,KS,Douglas,(816) 561-6621,,General,714 Monroe St,66006,Lawrence,2,,KS Courts Registry,2026-08-17
Nanette Kraus,,,https://lawyers.justia.com/lawyer/nanette-kraus-920926,Baldwin City,KS,Douglas,(785) 462-2122,,General,321 Blaze Blvd,66006,Lawrence,2,,KS Courts Registry,2026-08-17
David Simmons,,,https://lawyers.justia.com/lawyer/david-simmons-918099,Baldwin City,KS,Douglas,(785) 691-9836,,General,209 Signal Ridge Dr,66006,Lawrence,2,,KS Courts Registry,2026-08-17
Michael Howard,,,https://lawyers.justia.com/lawyer/michael-howard-918522,Baldwin City,KS,Douglas,(785) 883-4920,,General,217 Hillside Dr,66006,Lawrence,2,,KS Courts Registry,2026-08-17
Thaddeus Kramar,,,https://lawyers.justia.com/lawyer/thaddeus-kramar-920921,Lecompton,KS,Douglas,(785) 438-6013,,General,1966 E 100 Rd,66050,Lawrence,2,,KS Courts Registry,2026-08-17
Michael Rees,,,https://lawyers.justia.com/lawyer/michael-rees-916726,Lecompton,KS,Douglas,(785) 296-3576,,General,2171 E 225th Rd,66050,Lawrence,2,,KS Courts Registry,2026-08-17
Vera Gannaway,,,https://lawyers.justia.com/lawyer/vera-gannaway-919799,Baldwin City,KS,Douglas,(785) 296-4219,,General,95 E 1600th Rd,66006,Lawrence,2,,KS Courts Registry,2026-08-17
Christopher Joseph,https://josephhollander.com,,https://lawyers.justia.com/lawyer/christopher-joseph-918414,Lawrence,KS,Douglas,(785) 856-0143,chosen-sprite@2x.png,DUI/DWI,"5200 Bob Billings Pkwy, Ste. 201",66049,Lawrence,5,15,KS Courts Registry; email via firm website scrape,2026-08-17
Christopher Coons,https://www.kansasbankruptcy.com,,https://lawyers.justia.com/lawyer/christopher-coons-918838,Lawrence,KS,Douglas,(888) 702-0220,,Bankruptcy,840 Connecticut,66044,Lawrence,4,,KS Courts Registry,2026-08-17
Durkin Amy Atty,http://durkinamyatty.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 542-1234,,General,832 Pennsylvania street,,Kansas City,2,,KS Courts Registry,2026-08-17
"Griffy, Elbridge",http://griffyelbridge.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-0040,,General,901 Kentucky St,,Kansas City,2,,KS Courts Registry,2026-08-17
Parmele Disability Advocates - Lawrence,https://parmeledisability.com/locations/kansas/lawrence-ks-social-security-disability-lawyer,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(866) 889-2570,info@danielparmelelaw.com,Estate Planning,4840 Bob Billings Pkwy Ste 1011,,Kansas City,2,,KS Courts Registry; email via firm website scrape,2026-08-17
Beam-Ward Kruse Wilson Wright,http://beamwardkrusewilsonwright.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 865-1558,,Social Security Disability,730 New Hampshire St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Fagan, Brennan P, ATTY",http://faganemertdavis.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 331-0300,,General,730 New Hampshire St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Nichols, Paige A",http://nicholspaigeaks.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 832-8024,,General,PO Box 582,,Kansas City,2,,KS Courts Registry,2026-08-17
"Whitman, Charles E",http://whitmancharlese.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-4353,,General,123 W 8th St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Butler, Julia, JD",http://butlerjuliajd.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 727-1065,,General,843 New Hampshire St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Jacques, Brian M, ATTY",http://sloanlawfirm.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-6311,,Personal Injury,900 Massachusetts St,,Kansas City,5,2,KS Courts Registry,2026-08-17
"Buck, Mark, JD",http://buckmarkjd.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 838-8950,,General,832 Pennsylvania St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Hird, Richard W",http://hirdrichardw.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 856-2200,,General,842 Louisiana St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Simpson, Madeline M",http://simpsonmadelinem.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-0450,,General,842 Louisiana St,,Kansas City,2,,KS Courts Registry,2026-08-17
Steven J Koprince Attorney,http://stevenjkoprinceattorney.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-0450,,General,842 Louisiana St,,Kansas City,2,,KS Courts Registry,2026-08-17
Jeffrey O Heeb Attorney,http://jeffreyoheebattorney.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-0450,,Social Security Disability,842 Louisiana St,,Kansas City,2,,KS Courts Registry,2026-08-17
Terence E Leibold,http://terenceeleibold.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-0450,,General,842 Louisiana St,,Kansas City,2,,KS Courts Registry,2026-08-17
Bart Yost Funeral Director,http://yellowpages.com/lawrence-ks/mip/barber-emerson-llc-2776500,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-5111,,General,601 Indiana St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Winter, Winton A Jr",http://winterwintonajr.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-4479,,General,737 Indiana St,,Kansas City,2,,KS Courts Registry,2026-08-17
Frydman John Atty-Residence,http://johnfrydmandefense.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 841-8202,,General,645 Mississippi St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Gaston, Rebekah, ATTY",http://strole-kelseylaw.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 727-8455,,Personal Injury,1040 New Hampshire St,,Kansas City,5,,KS Courts Registry,2026-08-17
"Bock, Shelly K, JD",http://bockshellykjd.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 856-8100,,Social Security Disability,1046 New Hampshire St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Wells, Jerry",http://wellsjerry.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 856-3925,,Social Security Disability,Po Box 641,,Kansas City,2,,KS Courts Registry,2026-08-17
Byron E Springer Attorney,http://yellowpages.com/lawrence-ks/mip/barber-emerson-llc-2776500,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,General,1211 Massachusetts St,,Kansas City,2,,KS Courts Registry,2026-08-17
Gutierrez Linda K Atty,http://barberemerson.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,Personal Injury,1211 Massachusetts St,,Kansas City,5,,KS Courts Registry,2026-08-17
Theisen Catherine C,http://barberemerson.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,Personal Injury,1211 Massachusetts St,,Kansas City,5,,KS Courts Registry,2026-08-17
Campbell Terrence J Atty,http://barberemerson.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,Personal Injury,1211 Massachusetts St,,Kansas City,5,,KS Courts Registry,2026-08-17
"Tully, Edward H",http://tullyedwardh.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,Social Security Disability,1211 Massachusetts St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Smith, Glee S Jr",http://smithgleesjr.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,General,1211 Massachusetts St,,Kansas City,2,,KS Courts Registry,2026-08-17
Zinn Richard L Atty,http://barberemerson.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,Personal Injury,1211 Massachusetts St,,Kansas City,5,,KS Courts Registry,2026-08-17
"Emerson, John A",http://emersonjohna.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,General,1211 Massachusetts St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Leibold, Terrence E",http://leiboldterrencee.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,General,1211 Massachusetts St,,Kansas City,2,,KS Courts Registry,2026-08-17
Todd Matthew B,http://barberemerson.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,Personal Injury,1211 Massachusetts St,,Kansas City,5,,KS Courts Registry,2026-08-17
"Richards, Mathew D",http://www.barberemerson.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,Personal Injury,1211 Massachusetts St,,Kansas City,5,,KS Courts Registry,2026-08-17
"Eldredge, Jane M",http://barberemerson.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,Personal Injury,1211 Massachusetts St,,Kansas City,5,,KS Courts Registry,2026-08-17
"Dickinson, Martin B Jr",http://yellowpages.com/lawrence-ks/mip/barber-emerson-llc-2776500,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,General,1211 Massachusetts St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Mcentire, James R, JD",http://mcentirejamesrjd.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-6311,,General,Lawrence 66044,,Kansas City,2,,KS Courts Registry,2026-08-17
"Cooley, Gerald L",http://cooleygeraldlks.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 749-2521,,General,1310 Spencer Dr,,Kansas City,2,,KS Courts Registry,2026-08-17
"Huff, Kay, JD",http://huffkayjd.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 832-1944,,General,1800 Indiana St,,Kansas City,2,,KS Courts Registry,2026-08-17
William A Miller DC,http://yellowpages.com/lawrence-ks/mip/barber-emerson-llc-2776500,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-2245,,General,2808 Lankford Dr,,Kansas City,2,,KS Courts Registry,2026-08-17
"Collister, Edward G Jr",http://collisteredwardgjr.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-3126,,General,3311 Clinton Parkway Ct,,Kansas City,2,,KS Courts Registry,2026-08-17
Becker Jonathan,http://beckerjonathan.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-0900,,General,412 Vine Dr,,Kansas City,2,,KS Courts Registry,2026-08-17
"Wilson, Stephanie J, JD",http://wilsonstephaniejjd.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 393-0736,,General,1201 Wakarusa Dr Ste E2,,Kansas City,2,,KS Courts Registry,2026-08-17
Disability Professionals,http://www.disabilitypros.org,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 832-8521,,Personal Injury,1310 Wakarusa Dr,,Kansas City,5,,KS Courts Registry,2026-08-17
Dbt Center of Lawrence,http://yellowpages.com/lawrence-ks/mip/trevino-rockwell-llc-465319593,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 424-7770,,General,1311 Wakarusa Dr Ste 2100,,Kansas City,2,,KS Courts Registry,2026-08-17
Stockwell Scott C LLC,http://stockwellscottcllc.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-1359,,General,1201 Wakarusa Dr,,Kansas City,2,,KS Courts Registry,2026-08-17
Solbach John Atty,http://yellowpages.com/lawrence-ks/mip/stevens-brand-llp-22500420,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 887-6300,,General,359 N 1600 Rd,,Kansas City,2,,KS Courts Registry,2026-08-17
"Davis, Paul T, JD",http://faganemertdavis.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 727-2103,,General,730 New Hampshire St,,Kansas City,2,,KS Courts Registry,2026-08-17
Thompson Hall PA,https://333legal.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 841-4554,info@333legal.com,Social Security Disability,333 W 9th St,,Kansas City,2,,KS Courts Registry; email via firm website scrape,2026-08-17
"Hess, Catherine",http://www.catherinehesslaw.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 856-3881,catherine@catherinehesslaw.com,Family Law,832 Pennsylvania St,,Kansas City,4,,KS Courts Registry; email via firm website scrape,2026-08-17
"Gilroy, JC",http://gilroyjc.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 856-2755,,General,1040 New Hampshire St,,Kansas City,2,,KS Courts Registry,2026-08-17
Douglas County Emergency Management,http://www.dgso.org,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 832-5256,,Tax Law,111 E 11th St Unit 200,,Kansas City,2,,KS Courts Registry,2026-08-17
Andersen Mark A Atty,http://barberemerson.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-6600,,Personal Injury,1211 Massachusetts St,,Kansas City,5,,KS Courts Registry,2026-08-17
Litigation Consultants Inc,http://www.litigation-consultants.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 865-5113,,General,1111 Highland Dr,,Kansas City,2,,KS Courts Registry,2026-08-17
Peterson Krische Van Horn,http://petersonkrischevanhorn.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-0705,,General,2210 Yale Rd,,Kansas City,2,,KS Courts Registry,2026-08-17
White Keith A,http://yellowpages.com/lawrence-ks/mip/barber-emerson-llc-2776500,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-2010,,General,1319 Iowa St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Lewis, Judy",http://www.johnhoogelawoffice.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-1138,info@johnhooge.com,Bankruptcy,2619 W 6th St Ste D,,Kansas City,2,,KS Courts Registry; email via firm website scrape,2026-08-17
Lancaster Joyce,http://lancasterjoyce.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 841-6113,,Social Security Disability,3205 Ranger Dr,,Kansas City,2,,KS Courts Registry,2026-08-17
Lawyers Title of Kansas Inc,http://www.ltkansas.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 727-7762,,Real Estate,2706 Iowa St Ste C,,Kansas City,2,,KS Courts Registry,2026-08-17
"Durkin, Amy L",http://yellowpages.com/olathe-ks/mip/senator-jerry-moran-461568973,,https://www.yellowpages.com/eudora-ks/attorneys,Eudora,KS,Douglas,(785) 542-1234,,General,702 Main St,,Kansas City,2,,KS Courts Registry,2026-08-17
"Massoni, Steven",http://massonisteven.localsearch.com,,https://www.yellowpages.com/eudora-ks/attorneys,Eudora,KS,Douglas,(785) 312-7777,,General,,,Kansas City,2,,KS Courts Registry,2026-08-17
Robinson Gregory C,http://robinsongregoryc.localsearch.com,,https://www.yellowpages.com/eudora-ks/attorneys,Eudora,KS,Douglas,(785) 979-1180,,Personal Injury,,,Kansas City,5,,KS Courts Registry,2026-08-17
Baldwin City Personal Injury,http://baldwincitypersonalinjury.localsearch.com,,https://www.yellowpages.com/baldwin-city-ks/attorneys,Baldwin City,KS,Douglas,(956) 603-1587,,Personal Injury,819 9th St,,Kansas City,5,,KS Courts Registry,2026-08-17
Javier Andres Amador Centonzio,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(800) 342-2727,,General,901 New HampshireSuite 201,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Dustin John Curry,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-0143,,General,5200 Bob Billings Pkwy Ste 201,66049,Lawrence,2,,KS Courts Registry,2026-08-17
